,ph,mMacid,E[f(1.25)],E[f(2.00)],E[f(2.75)],E[f(3.50)],E[f(4.25)],E[f(5.00)],E[f(5.75)],E[f(6.50)],E[f(7.25)],E[f(8.00)],E[f(8.75)],E[f(9.50)],E[f(10.25)],E[f(11.00)],E[f(11.75)],E[f(12.50)],E[f(13.25)],E[f(14.00)],E[f(14.75)],E[f(15.50)],E[f(16.25)],E[f(17.00)],E[f(17.75)],E[f(18.50)],std[f(1.25)],std[f(2.00)],std[f(2.75)],std[f(3.50)],std[f(4.25)],std[f(5.00)],std[f(5.75)],std[f(6.50)],std[f(7.25)],std[f(8.00)],std[f(8.75)],std[f(9.50)],std[f(10.25)],std[f(11.00)],std[f(11.75)],std[f(12.50)],std[f(13.25)],std[f(14.00)],std[f(14.75)],std[f(15.50)],std[f(16.25)],std[f(17.00)],std[f(17.75)],std[f(18.50)]
0,6.5,5.0,0.12533846518839228,0.1274918879351864,0.12381043911526596,0.11409955640515144,0.0985532862854421,0.07776425352357766,0.05270579135742389,-0.03398331718796881,-0.06125204390481369,-0.08501173030012384,-0.10392613744885333,-0.1169956201379125,-0.12362766758755209,-0.1236776037059453,-0.10065234946118257,-0.06980232306473555,-0.04848830723701234,-0.01979968218062146,0.022721323595520763,0.035537211829132526,0.046426625757201856,0.04990684346044104,0.04967791092319642,0.044527996528529276,0.13130540855794548,0.1121516618931847,0.09408114873539411,0.07811299295678555,0.06520112909572624,0.05605836280013382,0.050831842377882366,0.04997311576283238,0.05109474437162137,0.05190974848970615,0.05225311042974548,0.05211982889872696,0.05161266131217755,0.05090490424447665,0.04957256964288245,0.04945567186274916,0.049677223750445525,0.05043465341635492,0.05658525041968282,0.06338951888445188,0.07765159933355499,0.09186679431245934,0.10828477785099104,0.1320435592564181
1,6.5,10.0,0.12902346813027274,0.12404480433482079,0.11379290608594744,0.09849498681769248,0.0787014585958316,0.05526147132813461,0.02927637191018385,-0.05066586534823815,-0.07341935029949069,-0.09220405674522653,-0.10612958063728001,-0.11460848310201448,-0.1173839397856158,-0.11453713413226536,-0.08879810600400732,-0.05878110266350816,-0.03850312911577267,-0.011171244118722305,0.03077376189042512,0.044429130172759394,0.05744817105635101,0.06310375695802141,0.06530235526139799,0.0633189598937912,0.1321353601124726,0.11286088768924923,0.0949341264242197,0.079226866694417,0.06648202365095372,0.05719917213653506,0.051467138957950506,0.049272964024054684,0.05058417049860197,0.051789374139213605,0.052537330407407254,0.052670371712336995,0.0522183729675625,0.0513730581252056,0.0495390087963777,0.04943533306667428,0.04982724539427122,0.050833516329620576,0.05691616018014495,0.06349396741034513,0.07755220749190529,0.0918386879430908,0.10857187794919602,0.13311159487695282
2,6.5,20.0,-0.07040870465823013,-0.050786609022279786,-0.030677687009173768,-0.011728559046195141,0.0044626424241180655,0.016484877120065466,0.023237631319911366,0.007437817293513972,-0.008862836371544175,-0.029012935061584703,-0.05145722925515321,-0.07443032589008093,-0.0961000940290882,-0.11470939996865873,-0.1381769771009292,-0.1330311556234197,-0.12077082062585787,-0.09484008224696605,-0.03056588750677685,0.0005752073872707165,0.04162386365216856,0.07011785778104157,0.095203149763485,0.1216173186766303,0.13111284168385334,0.11202796183787465,0.09386707843208757,0.0777904693430802,0.06498632596958266,0.05636469306112484,0.05200284624589922,0.05228750756119973,0.0528995796429503,0.053036878180393786,0.05278919326621457,0.052349485631336824,0.05190769686476905,0.05159792406669274,0.05154702075954505,0.051646130785294356,0.051535994971067624,0.051436288923774075,0.05606712617195781,0.06274861122186533,0.07752041751785692,0.09249118635452852,0.10984470452508376,0.13494953375626922
3,6.0,5.0,-0.00413660133740243,0.0021592860722594127,0.006428463389889368,0.008051628707816656,0.006592100277916267,0.0018454009910746378,-0.006128197300511853,-0.04479976259869069,-0.05995636635649603,-0.07456770685485271,-0.08757440026224424,-0.09799927766173384,-0.10502018322465645,-0.10803292133850222,-0.0980501129321599,-0.07721347650660243,-0.060395679928671946,-0.03461666956471434,0.013525496247554072,0.03297442989907657,0.0559148889651098,0.07012511052122718,0.08133095342500231,0.09127188590363167,0.13090854729246032,0.11239060718929518,0.09474840591418018,0.07894785873742081,0.06592601903422443,0.05643641298586765,0.050757515270766974,0.04932403617312516,0.0505496937494422,0.051491325872304775,0.05190977277208553,0.05176817503342486,0.051181740949018215,0.0503775385031688,0.049017888186068614,0.04896269360603383,0.04914370569379564,0.04979182568039111,0.05629654087517265,0.06360379362441733,0.07863303964566168,0.0933489233927597,0.11016630040003739,0.1343433711085954
4,6.0,10.0,-0.33752068265389007,-0.30496389440422006,-0.26352646567020843,-0.21574885823911416,-0.16451752116991697,-0.1128520178645103,-0.06367667554508617,0.045352884947541854,0.0639940632327698,0.07312281704579666,0.07340567690437935,0.06610360820566072,0.05293493484512204,0.0359020791247792,-0.007187366140558165,-0.03068588561255018,-0.03895360490072791,-0.04190767150322729,-0.025568114366552406,-0.011828533728584065,0.010312772056134428,0.028241098966391754,0.04598529841116487,0.06750781245598346,0.1333196220435283,0.11509929983920476,0.09723447695502987,0.08067982576731003,0.06663699111499706,0.05640934723149489,0.05083079789028626,0.05209291889059551,0.05318209311482412,0.05331209988445276,0.05258871305125784,0.05140589578222694,0.050242271320326076,0.049488816874162345,0.049859747965761814,0.05087509227574077,0.05123887233726676,0.05149721867454003,0.055637548252588286,0.061698765291216116,0.07555234783226518,0.08990368125350415,0.10673626580808797,0.13129523733625387
5,6.0,20.0,-0.264074357547142,-0.27565747325615153,-0.27816388032807676,-0.2714611241942801,-0.2559244496663847,-0.23242334553280167,-0.20227515159779766,-0.0899943371764937,-0.052110359677950135,-0.017354031573364213,0.012560879215726291,0.036271142213511826,0.05284295983414859,0.06181168198065448,0.05415459056759542,0.028716643240629575,0.008375644266934618,-0.021336035961626896,-0.06972412365974365,-0.0854077381492167,-0.09913091244662559,-0.10331361470439343,-0.10207243443907286,-0.09237525397862041,0.12780743421487334,0.1102297058764221,0.0935210239826382,0.07854152553140313,0.0661878600287241,0.05723636741370551,0.052002359447464216,0.05111430525771152,0.05213128749200059,0.05271541831139251,0.052735553646098124,0.05227471733014367,0.051547483598118005,0.0508288413763622,0.050392216129860765,0.05119454680750459,0.051751707541124695,0.05245992536918174,0.05701916465205033,0.06295776307538896,0.07662099401395726,0.09102325970379326,0.10816587466264893,0.13353034839505354
6,5.5,5.0,-0.5286258917175328,-0.4806744868511962,-0.41694251108030284,-0.34099070484403216,-0.25711913921098767,-0.1700682293514325,-0.08467461309138315,0.11889254931813777,0.1589254519980311,0.1825584772260176,0.1900453289768282,0.18272513752913988,0.1628497015308815,0.13334566122244682,0.04593394851561329,-0.014270219071509802,-0.04353237686044096,-0.07101067521237767,-0.08355630543766578,-0.07599143731894342,-0.05649464249394101,-0.03680958363803121,-0.01462878948387931,0.01603666277624947,0.1459425991040364,0.12829362649207615,0.10987813336621267,0.09147919792811637,0.07441334436504418,0.06058440953776284,0.052118135746295896,0.05534995669117719,0.05786671265495908,0.05856392320643722,0.05743735213241299,0.055081848858044284,0.052419525116294684,0.050389197971351836,0.050330758080858476,0.05226683422039753,0.05291908339764567,0.052903603537301065,0.0552046664713075,0.0605795118187713,0.0741741674996952,0.08883495342878121,0.10632062739346006,0.13217550715334658
7,5.5,10.0,-0.8022047670866395,-0.8589185084898057,-0.8894464129549292,-0.8910377172050774,-0.8624243319127503,-0.8039940478071137,-0.717842249384387,-0.33727272151844107,-0.19027124362854428,-0.04498857058691816,0.09158004247379528,0.21315734060483305,0.31458857365120513,0.39215464915357934,0.4717774970214191,0.4469191691738654,0.4060285093206954,0.3306218608441914,0.17475092791734564,0.11087640352019829,0.037567319180633975,-0.005295263274692135,-0.03621577750847803,-0.058404825759045174,0.1406795608641891,0.11725670180708536,0.09719527680967747,0.0818261655971775,0.07133827537495803,0.06457870265720284,0.059790839631692676,0.050528843519720264,0.05088944232861579,0.053325351754839746,0.056636555448550535,0.05934373236981146,0.060374684362127035,0.059364776045266715,0.05256101032735509,0.05076212187304263,0.052345412566306204,0.0559356041992753,0.062264322678196884,0.06689776347388249,0.07898495853065968,0.09348375556794475,0.11186031827012866,0.1396905510826406
8,5.5,20.0,-0.6805361907638069,-0.7486563675244079,-0.8021075485574968,-0.8386136143630722,-0.8565423673315389,-0.8549941505010791,-0.833852280400254,-0.663257612645375,-0.5775535151957825,-0.4822092991684065,-0.3806052425346563,-0.27624785592158846,-0.1726099007351874,-0.07298400308013583,0.1280058523924396,0.2330278754071079,0.27797683780071614,0.31646051688754595,0.33000115797795365,0.31871888074002064,0.292659371887695,0.26782731744773225,0.24100882970959453,0.20580880173264438,0.1347101851969985,0.11563451219014324,0.0977782115562798,0.08199943525093667,0.06904890942015593,0.05949814517965495,0.05355372955011691,0.0511881638777943,0.05221335636089982,0.05294222942697223,0.053165506794329374,0.05294871637592074,0.052523955002864824,0.052155065067476976,0.05211300374068739,0.05215135910783434,0.051919854162533544,0.05177825520811971,0.057349410478230355,0.06445076130178755,0.0790359521582426,0.09317376403327174,0.10922416098437664,0.13226241677267608
9,5.0,5.0,-0.46265433720871885,-0.5038797010471995,-0.5352714619367971,-0.5553915526912734,-0.5631724132431355,-0.5579748996576316,-0.5396278683460869,-0.4112207245165613,-0.34808830697457455,-0.2778295063130907,-0.20269939098650167,-0.12511270008471836,-0.04754006463667386,0.027601496391593046,0.18128953110957097,0.26304590663602534,0.2984529302922122,0.32896953734942136,0.33875767783724337,0.32827934003914505,0.3038269070024297,0.27965504928219226,0.2522709307822244,0.2134280582695945,0.1315648536484304,0.11357088059075478,0.0966685462564968,0.08150597107391239,0.06867995473174651,0.05872634904758931,0.052029142876665636,0.04890573198048541,0.05063967620949828,0.05229110916192449,0.0533787271722611,0.05371289651282663,0.05334734427854166,0.052515064303370114,0.05054620956296221,0.05019662892480684,0.05038897478115599,0.05113397872611264,0.057216491584354504,0.06410934513902543,0.078787338491278,0.09355057954516834,0.11066675457343415,0.13546089967397074
10,5.0,10.0,-0.32209450390879946,-0.37479924889023325,-0.42470306884686876,-0.47047481414409187,-0.5109083643492708,-0.5449702874122733,-0.5718307885858394,-0.6042541617718364,-0.5984512705384121,-0.5845539455922537,-0.5629285501013065,-0.534069587631319,-0.498570801295698,-0.45710625683300216,-0.3414084680735846,-0.24710021325369222,-0.18777313366580123,-0.10730312819671166,0.03156314140859477,0.08822451589127203,0.15936650957622128,0.2086146387647142,0.2537501916763084,0.3067812287330502,0.13106557583936437,0.11255887503598887,0.09541764905974578,0.0804187218379338,0.06818349560748455,0.059103554624735787,0.05322831933877019,0.04969186013864802,0.050704653336122486,0.05180071563854901,0.052649788991650084,0.053083164620245475,0.053064223057123876,0.05265827714302624,0.05097156528997798,0.04994374240329166,0.0497207352646391,0.05040187546533427,0.05767665081966645,0.06475365811005454,0.0786615739875792,0.0922017949070086,0.10785127939268493,0.13080098813637211
11,5.0,20.0,-0.28892562960286194,-0.3533782268068869,-0.4141099963094109,-0.4688273168600244,-0.5155059819448254,-0.552532337386443,-0.5788057919480815,-0.5908330265516087,-0.5746229815739007,-0.5504553643262288,-0.5200342565939196,-0.48512342769955363,-0.447390647510762,-0.40827094034288375,-0.3170223238177033,-0.25387427511105487,-0.2163675642304439,-0.1655698453619353,-0.06998139043655774,-0.025093298055306922,0.038724410547790016,0.08912227112006833,0.14090864228952135,0.21031625360757147,0.13047219261402654,0.11213588114813759,0.09492268206330638,0.07986424508086375,0.06783171965233395,0.059296611893805674,0.054108944660321255,0.05086330704369009,0.05161295332553256,0.05266626791889928,0.05374456406676008,0.05453326812905406,0.05475221237845688,0.05426082844583201,0.05116233119963231,0.049471337416770324,0.04952265975020052,0.05110859336954693,0.058998713611362594,0.0656268192953996,0.07904002006569825,0.09276839397724038,0.10920832380493356,0.13388984034188628
